"","immune","endo","fibro","classic","basal"
"DBI",0,0.951127018064408,1.10128608705251,0.934599230299155,0.493773902144081
"TSN",0,0,0,0,0.380515090441247
"GYPC",0,0.822597727735959,0,0,0
"MAP3K2",0,0,0,0,0.48435675860055
"IWS1",0,0,0,0,0.576699265092143
"WDR33",0,0,0,0,0.379667033534121
"UGGT1",0,0,0,0,0.498167555914572
"MZT2B",0,0.659330350772452,0.983179089270741,0.800416758595569,0.940126712270923
"IMP4",0,0,0,0,0.501149816060686
"FAM168B",0,0,0,0,0.237437643440408
"PLEKHB2",0,0,0,0,0.492335112368358
"MZT2A",0,0,0.353361773148004,0.581953522858713,0.822848299783109
"UBXN4",0.964864281724534,0.691526244092914,0.583912016546421,1.03454025554232,1.08041568761965
"DARS",0,0,0,0.281785932012832,0.878352692436821
"CXCR4",1.40813562644129,0,0,0,0
"MMADHC",0,0,0,0,0.698479505089598
"RND3",0,0,0,0,0.624052183467695
"RIF1",0,0,0,0,0.833446445666885
"ARL5A",0,0,0,0,0.364895679224976
"PRPF40A",0.816878657423942,0,0,0.711488842523432,1.30142030794683
"PKP4",0,0,0,0,0.448133082498893
"MARCH7",0,0,0,0,0.263175626355656
"ITGB6",0,0,0,0,0.723042258568082
"RBMS1",0,0.660477822464219,0.741515568665476,0,0.4188841975468
"TANK",0,0,0,0,0.372654545711993
"PSMD14",0,0,0,0,0.66265599529301
"GALNT3",0,0,0,0.206086339057001,0.465098803269082
"CERS6",0,0,0,0,0.679626841362466
"NOSTRIN",0,0.713457625659908,0,0,0
"PPIG",0.722158919959943,0.757119586554822,0.437969304595249,0.788381147266576,0.847907848968832
"SSB",0,0.713985397245056,0.815664330908805,0.645051063366602,0.776675792619907
"METTL5",0,0,0,0,0.448133082498893
"GORASP2",0,0,0,0,0.439361755624904
"TLK1",0,0,0,0,0.393893059086526
"CYBRD1",0,0,0.611179319711685,0,0
"DYNC1I2",0,0.840705817712504,0.829458775325515,0.681793843477159,0.571080491464698
"ITGA6",0,0.961142809161872,0,0.981626126240679,2.41907080164453
"OLA1",0,0,0,0,0.615525833004043
"CIR1",0,0,0,0,0.448133082498893
"WIPF1",1.13181550406067,0,0,0,0
"ATP5G3",0.757055833913537,0.821384722982965,1.28100968583286,1.0772155259262,1.27827750796248
"HNRNPA3",0,1.25667574491414,1.08949693955449,0.795249262669422,0.624052183467695
"NFE2L2",0,0.625211195237737,0.675209692403654,0.584218934198181,0.782440547129916
"UBE2E3",0,0,0,0,0.498040915799542
"ITGA4",0.685095567500309,0,0,0,0
"SSFA2",0,0,0,0.724783416604237,0.990443834454818
"DNAJC10",0,0,0,0,0.380515090441247
"NCKAP1",0,0,0,0.633862805405203,0.947671425039093
"ZC3H15",0,0,0,0.623727407019004,0.826012176798491
"ITGAV",0,0,0,0,0.665698942133224
"CALCRL",0,1.15382003113133,0,0,0
"TFPI",0,0,0.740165156143723,0,0
"COL3A1",0,0,2.95543013337356,0,0
"COL5A2",0,0,1.09774641229561,0,0
"SLC40A1",0,0,0,0.72067261964704,0
"NAB1",0,0,0,0,0.493773902144081
"STAT1",0.993075510529814,0,0,0.46258394084803,0.88512403361823
"MYO1B",0,0,0,0,0.498167555914572
"SDPR",0,1.73659925081717,0,0,0
"STK17B",1.149043142295,0,0,0,0
"SF3B1",1.6735161717558,0.412779515488747,0,0.99647515053988,1.37943378238381
"HSPD1",0,0,0.655807759928261,1.06417071389044,1.48931698119315
"HSPE1",0,1.00675809823927,0.998091610091179,1.0068685320936,0.832564491136868
"SPATS2L",0,0,1.03862091846078,1.34296072437327,1.32404192895238
"BZW1",0,0,0.675611979582276,0.29906431117021,0.467467639223966
"CLK1",0.572457777627724,0,0,0,0
"NDUFB3",0,0.534645356859665,0,0.502926081675335,0.342333536371204
"CFLAR",1.1037047681806,0.978189449145646,0,0.681646506371873,0.761500614729929
"SUMO1",0,0.95371817987677,0.949164380082927,0.556859939912083,0.210946693365267
"NOP58",0,0,0,0,0.761226914213786
"BMPR2",0,0.93325571441332,0,0,0.498167555914572
"NBEAL1",0,1.06772960407307,1.42480905090012,0.697459906220654,0
"NDUFS1",0,0,0,0,0.549468754157443
"EEF1B2",0.941937124366295,1.40899165551992,1.69839023263769,1.08026576357914,1.07742560851305
"ATIC",0,0,0,0,0.439361755624904
"FN1",0,0,1.72150828007235,0,0.222589933959378
"XRCC5",1.16095541924225,0.776625606354914,0.689350460320759,1.01434176595164,1.54423878751156
"RPL37A",2.12067431022148,3.11737816649441,3.34894482674653,2.63512139599163,2.5201731381447
"IGFBP2",0,1.01853348893339,0,0,0
"IGFBP5",0,0,1.8065998869964,0,0
"ARPC2",2.2763703435199,1.50350404768984,1.64071751553865,1.60379786318974,2.31836144767973
"AAMP",0,0,0,0,0.396471890115633
"TMBIM1",0,0,0,0.985085203403495,0.679626841362466
"CTDSP1",0,0,0,0,0.237437643440408
"FAM134A",0,0,0,0,0.42043901977078
"TUBA4A",0,0,0,0,0.497863729994237
"DNPEP",0,0,0,0,0.492508305376861
"ACSL3",0,0,0,0,0.713208886313467
"CUL3",0,0,0,0,0.596889458576281
"MFF",0,0,0,0,0.378554308476426
"TRIP12",0.770151187173319,0,0,0.438142620247372,1.06647634486271
"SP100",1.18894842102634,0.647463959614931,0,0.653277487486149,0.811138605989313
"CAB39",0,0,0,0,0.592527911121271
"PSMD1",0,0,0,0.381451781516837,1.06175181676558
"NCL",1.66113846020178,1.03650295891331,0.989558353676791,1.37339305654866,2.17381981275794
"PTMA",2.03027593028379,3.72180643609986,3.38248583626588,2.66647280694372,2.01250179531336
"EIF4E2",0,0,0,0,0.501149816060686
"GIGYF2",0,0,0,0,0.465098803269082
"ARL4C",1.00433963273344,0,0,0,0.418661761628387
"SH3BP4",0,0,0,0,0.378293449313473
"COL6A3",0,0,1.66570889794173,0,0
"MLPH",0,0,0,0.799028018530971,0.64775473677543
"LRRFIP1",1.51463848202372,1.012915263507,0,1.29785447327437,1.40672085826568
"NDUFA10",0,0,0,0,0.637708592854251
"MYEOV2",0,0.925687997096023,0.980907779461378,0.731794104394391,0.592527911121271
"GPC1",0,0,0,0,0.743086344989574
"PPP1R7",0,0,0,0,0.465098803269082
"HDLBP",0,0,0.742643977501857,1.13995942699647,1.92554959722388
"STK25",0,0,0,0,0.354869229332926
"BHLHE40",0.754779092057308,0.725332464459082,0,0.671825943551254,0.940126712270923
"ARL8B",0,0,0,0,0.525483330197636
"SETD5",0,0,0,0,0.612840167347669
"ARPC4",0,0,0,0.303402475698083,0.48435675860055
"JAGN1",0,0,0,0,0.342333536371204
"EMC3",0,0,0,0,0.39640819654913
"BRK1",0.659574074181755,1.24575403914751,1.30876738442841,0.798798742622095,0.723042258568082
"SEC13",0,0,0,0,0.447338112799978
"VGLL4",0,0.285111639988053,0,0,0
"RPL32",2.18452599399909,3.47071678210239,3.53524068331701,2.47367907035854,2.14310509171283
"TMEM43",0,0,0,0,0.615525833004043
"LSM3",0,0.487905125759689,0.600471256500254,0,0.429026753993799
"FGD5-AS1",0,0,0,0,0.429176330625369
"SH3BP5",0,0.753180050476431,0,0,0
"RAB5A",0,0,0,0,0.498040915799542
"UBE2E1",0,0,0,0,0.35393635795615
"RPL15",2.23508169123344,3.15922233211666,3.27589239062547,2.24405878272169,2.07795546246933
"TOP2B",0,0,0,0,0.552676604636767
"TGFBR2",0,1.77158113802453,0,0,0.354869229332926
"STT3B",0,0,0,0.192040525684042,0.652504445354105
"CMTM7",0,0,0,0,0.451549188109314
"CMTM6",0.871070677476395,0,0,0.60180242631852,0.918516497523683
"CRTAP",0,0,0.893358220215701,0,0.342333536371204
"PDCD6IP",0,0,0,0.447187104253082,0.492508305376861
"GOLGA4",0,0,0,0.950716140937242,1.05636867414185
"CTDSPL",0,0,0,0,0.558429089507962
"RPSA",1.15705398012633,1.80130203444618,2.20279577689601,1.19187469399525,1.187267616669
"EIF1B",0,0.447350340631039,0.755018673040028,0,0
"RPL14",1.8146205105463,2.53962362133411,2.82348530494568,2.03668244346396,1.60847860306323
"CTNNB1",0,1.19683257435254,0.407154888758228,0.907178660447388,1.41967576081583
"TRAK1",0,0,0,0.298792738766923,0.322301183695496
"NKTR",0,0.894381445828363,0,0,0.35353175654017
"ZDHHC3",0,0,0,0,0.796684863983577
"CDCP1",0,0,0,0.221911817500184,0.95830997351191
"SETD2",0,0,0,0,0.614822886852919
"SMARCC1",0,0,0,0,1.08363958972953
"DHX30",0,0,0,0,0.396471890115633
"MAP4",0,0,0,0.372087622821974,1.00450412043194
"PLXNB1",0,0,0,0,0.423020254259858
"TMA7",0,1.9905652958581,1.83490622896663,0.741023710886509,0.192386211898337
"SHISA5",0,0,0,0.40088584158487,0.486809441068517
"COL7A1",0,0,0,0,0.494080958575941
"UQCRC1",0,0,0,0.531746598218748,1.00918897778944
"NDUFAF3",0,0.814141296918231,0.819958703415717,0,0
"IMPDH2",0,0,0,0,0.526322918834435
"QARS",0,0,0,0,0.745192848278161
"USP4",0,0,0,0,0.378293449313473
"GPX1",1.49425646637872,1.51721177068976,1.27201216116365,1.29612406399495,1.3668877384202
"RHOA",1.71000434612725,1.69592817695022,1.54981001810006,1.36965300884302,1.34903849909962
"DAG1",0,0,0,0,0.324782646078472
"APEH",0,0,0,0,0.35353175654017
"RBM6",0,0,0,0,0.314043462043532
"RBM5",0,0,0,0,0.39640819654913
"GNAI2",1.48173849456615,1.42891889902245,0,0.50650592820617,0.813205445533252
"HYAL2",0,1.81850256544245,0,0,0
"MANF",0,0,0.604003410046289,0,0.237437643440408
"RPL29",1.2277996389431,2.72757723182814,2.9113130695894,1.83756628733843,1.37577479566105
"WDR82",0,0,0,0,0.498040915799542
"PBRM1",0,0,0,0,0.501149816060686
"GNL3",0,0,0,0,0.657102981703826
"SPCS1",0,0.842338399262475,1.0299734071723,0.874641244374291,0.825290859440386
"TKT",0.781347199013306,0,0,0.707787090995744,1.30142030794683
"SELK",0,0.907226469103963,0.968423224401602,0.274744654657759,0
"ARF4",0,0,1.20067024382647,0.680668690003156,0.576699265092143
"SLMAP",0,0,0,0,0.498167555914572
"FLNB",0,0,0,0.892517801982222,1.43080837981104
"FAM107A",0,0.61065910285958,0,0,0
"THOC7",0,0,0,0,0.359936234821816
"PSMD6",0,0,0,0,0.237437643440408
"TMF1",0,0,0,0,0.423020254259858
"ARL6IP5",1.33943894383839,0.561977892577551,0.846560489648508,0.740193440174646,0.830222228791509
"FOXP1",0,0.746193104452136,0.534499369751761,0.563480909011134,0.561206125894989
"PPP4R2",0,0,0,0,0.447338112799978
"CHMP2B",0,0,0,0.374644867572997,0
"DCBLD2",0,0,0,0,1.29001087857519
"TOMM70A",0,0,0,0,0.486809441068517
"TFG",0,0,0,0.573081587580202,0.714019005569597
"PCNP",0,0,0.812638863458335,0.532152775226329,0.467467639223966
"RPL24",1.41572595333954,2.60720019524229,2.7158970216701,1.92292113621179,1.4660807111218
"ALCAM",0,0,0,0,0.850142225190528
"BBX",0,0,0,0.455657092402713,0.940126712270923
"CD47",0,0,0,0.798025439480172,0.761226914213786
"ATG3",0,0,0,0,0.380515090441247
"CCDC80",0,0,0.984017991212186,0,0
"NAA50",0,0,0,0,0.826012176798491
"TIMMDC1",0,0,0,0,0.384566349631986
"COX17",0,1.22097351004047,0.873908438259478,0.471476459995503,0
"GSK3B",0,0,0,0,0.35393635795615
"FSTL1",0,0,1.28643649757757,0,0
"NDUFB4",0,1.20580834574517,1.32572508871632,1.01394948883199,0.380515090441247
"HCLS1",1.31501198866938,0,0,0,0
"GOLGB1",0,0,0,0.962835623030674,1.49378756342247
"CSTA",0,0,0,0,0.68759381444339
"FAM162A",0,0,0.478295361757348,0,0
"KPNA1",0,0,0,0,0.349511872251605
"PARP9",0,0,0,0,0.498167555914572
"DTX3L",0,0,0,0,0.636114282511617
"PARP14",0.660839496382216,0,0,0.54200476628774,0.906562336249865
"PTPLB",0,0,0,0,0.396471890115633
"MYLK",0,0,0.839079564764652,0,0
"ITGB5",0,0,0,0.167240256192254,0.866837328821053
"HEG1",0,1.1030317414218,0,0,0
"ZNF148",0,0,0,0,0.636114282511617
"PLXNA1",0,0,0,0,0.768994166491105
"MGLL",0,0,0,0.948915765419909,0
"SEC61A1",0,0,0,0.599232502054334,0.929914076503228
"RPN1",0,0,0,0.847031284390377,1.02182194515223
"RAB7A",1.12798579764873,1.0884501430054,1.03907291311704,0.990515997581738,1.33976819472369
"CNBP",1.44549317558611,1.24690118287777,1.21240410690658,1.2365560734209,1.64082210857571
"COPG1",0,0,0,0,0.498040915799542
"H1FX",0,0,0,0,0.447338112799978
"PLXND1",0,0.419111147648998,0,0,0
"ATP2C1",0,0,0,0,0.549468754157443
"MRPL3",0,0,0,0,0.560560277766507
"DNAJC13",0,0,0,0,0.396471890115633
"CDV3",0.925263751943156,0,0,0.246272826579601,0.812809798249539
"TOPBP1",0,0,0,0,0.349511872251605
"SRPRB",0,0,0,0,0.498167555914572
"SLCO2A1",0,1.42721178837277,0,0,0
"RYK",0,0,0,0,0.39640819654913
"NCK1",0,0,0,0,0.231082423107142
"COPB2",0,0,0,0.43620482937681,1.10633822565364
"SLC25A36",0,0,0,0,0.42043901977078
"ZBTB38",0,0,0,0,0.679626841362466
"RNF7",0,0.645667456943549,0.711225600876812,0.768741697968163,0.777005705482724
"ATP1B3",0,0.976811992226525,0.637276695978579,0,0.825290859440386
"XRN1",0,0,0,0,0.354869229332926
"PLS1",0,0,0,0.405024344014772,0
"U2SURP",0,0,0,0.640667703699488,1.50748278369276
"PLSCR1",0,0.901229887138003,0,0.672247760629154,0.481479675361514
"TM4SF18",0,0.734223873570181,0,0,0
"TM4SF1",0,2.09437867629845,0,1.99724872830627,1.01052034586541
"WWTR1",0,1.11625212450993,0,0,0.643140230923982
"RNF13",0,0,0,0,0.486809441068517
"SERP1",1.25977120936673,0.969158060929178,1.03850271561856,1.14825891569875,1.22728788460021
"EIF2A",0,0,0,0.241100612137642,0.988391678768109
"SELT",0,0,0,0.215124494630413,0.493773902144081
"GPR87",0,0,0,0,0.622447473757086
"MBNL1",1.42909978262766,0,0,0,0.601476032936875
"RAP2B",0,0,0,0,0.39640819654913
"DHX36",0,0,0,0,0.697576420738449
"GMPS",0,0,0,0,0.549468754157443
"SSR3",0,0.400073880930141,0.995063052959736,0.840892450194867,0.962070278531159
"CCNL1",1.25580700185921,0.767559549710528,0,0.671486944161559,0.66562998489558
"RSRC1",0,0,0,0,0.39640819654913
"SMC4",0,0,0,0,0.704512817342995
"KPNA4",0,0,0,0,0.560560277766507
"NMD3",0,0,0,0,0.48435675860055
"PDCD10",0,0,0,0,0.622447473757086
"GOLIM4",0,0,0,0,0.698947222037074
"SEC62",1.17641838377515,1.65958573180733,1.38546993839357,1.48130942882869,1.63735438412927
"PRKCI",0,0,0,0,0.465098803269082
"SKIL",0,0,0,0,0.636114282511617
"FNDC3B",0,0,0,0.461873702550339,0.932304765192309
"TNFSF10",0,0.768226022563913,0,0.374263570350162,0.652107719447976
"TBL1XR1",0,0,0,0.359286081915389,0.66265599529301
"ACTL6A",0,0,0,0,0.498040915799542
"MRPL47",0,0,0,0,0.396471890115633
"NDUFB5",0,0,0,0,0.556812411390595
"FXR1",0,0,0,0.458041443590421,0.932304765192309
"ATP11B",0,0,0,0,0.458136655739465
"B3GNT5",0,0,0,0,0.349511872251605
"EIF2B5",0,0,0,0,0.233625816610796
"AP2M1",0.771962448992161,0.887807710430437,1.24604795327487,0.749737926330042,1.18736261507518
"ALG3",0,0,0,0,0.571080491464698
"PSMD2",0,0,0,0.545009617486722,1.33172886379696
"EIF4G1",0,0,0,0.855107393961538,1.68183488639596
"POLR2H",0,0,0,0,0.401766292794707
"MAP3K13",0,0,0,0.569559997885093,0.556812411390595
"LIPH",0,0,0,0.695669312152267,0
"IGF2BP2",0,0,0,0,0.465098803269082
"TRA2B",1.00215202248055,0.741732277510952,0,0.581518436771592,0.895363649298594
"DNAJB11",0,0,0,0.252637902827444,0.755317023607327
"EIF4A2",1.18169253393427,1.2656980476238,1.44595111575925,1.39575279074551,1.28077497890242
"LPP",0,0,0.785288622302458,0.681516313635603,0.571080491464698
"CLDN1",0,0,0,0,1.2922477429124
"IL1RAP",0,0,0,0,0.34841702367516
"CCDC50",0,0,0,0,0.614822886852919
"OPA1",0,0,0,0,0.601476032936875
"HES1",0,1.13139646522522,0,0,0
"LSG1",0,0,0,0,0.422875000430906
"PPP1R2",0,0,0,0,0.393893059086526
"PCYT1A",0,0,0,0,0.418661761628387
"PAK2",0,0,0,0,0.637708592854251
"NCBP2",0,0,0,0,0.652107719447976
"DLG1",0,0,0,0,0.493773902144081
"FYTTD1",0,0,0,0,0.34627219975948
"RPL35A",2.22725148479982,2.97793014811677,3.1416870408367,2.47576880384029,2.57787706430115
"ATP5I",0.696867834457415,1.47071130384551,1.51738917137868,1.31193068506701,1.42829548892372
"SPON2",0,0,0.54012094111639,0,0
"CTBP1",0,0,0,0.294251856106225,0.498167555914572
"MAEA",0,0,0,0,0.231544629189264
"SLBP",0,0,0,0,0.378554308476426
"TNIP2",0,0,0,0,0.471321758220212
"ADD1",0,0.516986823838682,0,0.36543132956129,0.743086344989574
"NOP14",0,0,0,0,0.761500614729929
"LRPAP1",0,0,0.678390097502503,0.622935002667157,0.939366664544003
"MRFAP1",0,1.09036966687008,1.14486514017195,0.89097476899092,1.187267616669
"S100P",0,0,0,1.62672630440918,0
"MRFAP1L1",0,0,0,0,0.393893059086526
"GRPEL1",0,0,0,0,0.372654545711993
"AFAP1",0,0,0,0,0.448133082498893
"WDR1",0.957089626993839,0,0.567452569717447,0.775264303721428,1.05025875096239
"HS3ST1",0,0,0,0,0.342333536371204
"BOD1L1",0.327660038423556,0,0,0.354007897303629,0.805106569602683
"LDB2",0,1.01341829356751,0,0,0
"LAP3",0,0,0,0,0.354869229332926
"DHX15",0,0,0,0,0.728506460393184
"SOD3",0,0,1.31069907770205,0,0
"ARAP2",0,0,0,0,0.4188841975468
"KLF3",0,0,0,0.494521660644396,0.467467639223966
"FAM114A1",0,0,0,0,0.451549188109314
"RFC1",0,0,0,0,0.56954332269584
"RPL9",0.546054203891662,2.82528361193203,2.90619873548666,1.26700619560725,0.755317023607327
"SMIM14",0,0,0,0.468055380633325,0.342333536371204
"UBE2K",0,0,0,0.531424079855842,0.902055878537008
"PDS5A",0,0,0,0,0.830222228791509
"RBM47",0,0,0,0.606686147024038,0.192308277392496
"LIMCH1",0,0.552162305001031,0,0,0
"TMEM33",0,0,0,0,0.497535011767406
"SLC30A9",0,0,0,0,0.42043901977078
"SLAIN2",0,0,0,0,0.413056534197514
"FRYL",0,0,0,0,0.614822886852919
"OCIAD1",0,0.780865871623342,0.631628273907999,0.760074065186516,0.974416455130659
"OCIAD2",0,0,0,1.30907946473853,1.05410009948538
"FIP1L1",0,0,0,0,0.533295035196376
"KDR",0,0.962707799016835,0,0,0
"TMEM165",0,0,0,0.629347670432457,0.899928763654897
"EXOC1",0,0,0,0,0.385053573265364
"PAICS",0,0,0,0,0.549468754157443
"SRP72",0,0,0,0.465683294030156,1.26602011927297
"REST",0,0,0,0,0.637708592854251
"NOA1",0,0,0,0,0.39640819654913
"POLR2B",0,0,0,0,0.715524797099931
"IGFBP7",0,3.64530416468173,4.23035338007642,0,0.56954332269584
"UBA6",0,0,0,0,0.4188841975468
"YTHDC1",0,0,0,0.314641341339025,0.51426242233731
"GRSF1",0,0,0,0,0.68759381444339
"ANKRD17",0,0,0,0,0.96698074734105
"G3BP2",0,0,0,0.362293685512126,0.704512817342995
"USO1",0,0,0,0,0.768994166491105
"SCARB2",0,0,0,0.609699255607427,0.775548698398691
"SHROOM3",0,0,0,0.462222141349617,0
"SEPT11",0,0,0.730314620138099,0,0.775548698398691
"CCNI",1.66703780894706,1.21049882754526,1.655604257777,1.34230471006778,1.58544954139211
"MRPL1",0,0,0,0,0.380515090441247
"ANXA3",0,0,0,0.453928299333108,0
"HNRNPD",1.00011048326806,0.842056601218068,0,0.80046708637946,0.939366664544003
"HNRNPDL",1.36071263763164,1.35492216929075,1.39285161617881,1.12208498684728,1.23796250099039
"SEC31A",0,0,0,0.681262772642325,0.832564491136868
"MRPS18C",0,0,0,0,0.353664413314045
"PTPN13",0,0,0,0,0.868172262432296
"HSD17B11",0,0,0,0.549654587980906,0.458136655739465
"SPARCL1",0,3.07613112243159,2.10648334694808,0,0
"SPP1",0,0,0.585009123670019,0,0
"PYURF",0,0.778952157578476,0.627974500271598,0,0.614403860961253
"PDLIM5",0,0,0,0.49021765335604,0.643140230923982
"METAP1",0,0,0,0,0.324782646078472
"ADH5",0,0,0,0,0.576699265092143
"H2AFZ",0.491668244529886,1.21871663875763,1.04652771645537,0.818787796865968,0.917612768002048
"EMCN",0,1.37826725245949,0,0,0
"PPP3CA",0,0,0,0,0.72357771912659
"NFKB1",0,0,0,0,0.549468754157443
"UBE2D3",1.41920043157068,1.25652578813236,1.13676410443923,1.20662767421041,1.38907579497472
"AIMP1",0,0,0,0.486272075755942,0.596816071621513
"PAPSS1",0,0,0,0,0.34627219975948
"RPL34",2.29997924784015,3.6726803733355,3.73567390183456,2.43140217773519,1.82146385142084
"OSTC",0,0,1.1330307239821,0.233651595114286,0
"SEC24B",0,0,0,0,0.372654545711993
"LARP7",0,0,0,0,0.474005535931123
"C4orf3",0.900492056724667,1.20574110627561,1.27438206513806,0.823520657727785,0.839780560184863
"ANXA5",1.12488637803829,1.11933368853695,1.60854273552111,1.29169256826047,1.36552027298748
"KIAA1109",0,0,0,0,0.679626841362466
"SPRY1",0,2.20868526618931,0,0,0
"PGRMC2",0,0,0,0,0.419427948955861
"NDUFC1",0,0.981177437797154,0.843544211153486,0.667705378486521,0
"NAA15",0,0,0,0,0.637708592854251
"MGST2",0,1.07049071610924,0,0.252158792831212,0
"SCOC",0,0,0,0.402742722779738,0
"SMARCA5",0.82840200339739,0,0,0.381216157270442,1.26806029157044
"RPS3A",0,2.87936789369373,3.16687057523539,1.00952230766669,0
"SFRP2",0,0,1.41098203995351,0,0
"FAM198B",0,0.813811248825903,0,0,0
"CPE",0,0,1.21783770731979,0,0
"PALLD",0,0,0.992327757643825,0,0.821537556757636
"CLCN3",0,0,0,0,0.571080491464698
"GALNT7",0,0,0,0,0.324782646078472
"SPCS3",0,0,0,0.258294677240418,0.652504445354105
"DCTD",0,0,0,0,0.527421342895668
"KIAA1430",0,0,0,0,0.393893059086526
"FAT1",0,0,0,0.490021961279717,0.932304765192309
"SDHA",0,0,0,0,0.492335112368358
"PDCD6",0,0.583805759082136,0.474291837167591,0.816984651130176,0.929140700107864
"EXOC3",0,0,0,0,0.349511872251605
"SLC12A7",0,0,0,0,0.354869229332926
"CLPTM1L",0,0,0,0,0.549468754157443
"MRPL36",0,0,0,0,0.659393709311521
"NDUFS6",0,0.771153562626648,0.901056111439042,0.767667519924607,0.929140700107864
"KIAA0947",0,0,0,0,0.497863729994237
"MED10",0,0,0,0,0.385053573265364
"NSUN2",0,0,0,0,0.501149816060686
"CCT5",0,0,0,0.799606242684288,1.41600160862479
"MARCH6",0,0,0,0.46004586235411,0.829165469897672
"DAP",0,0,0,0.751591960184467,0.596889458576281
"MYO10",0,0,0,0,0.493773902144081
"GOLPH3",0,0,0,0,0.451549188109314
"ZFR",0,0,0,0,0.940126712270923
"SUB1",0,1.32420472089568,1.43386668376264,0.903898629538742,0.828729021355618
"TARS",0,0,0,0,0.904631380429511
"RAI14",0,0,0,0,0.828983557320586
"BRIX1",0,0,0,0,0.384566349631986
"DNAJC21",0,0,0,0,0.794273034690966
"NIPBL",1.01185552657483,0,0,0.483195415041453,1.21899645000577
"LIFR",0,0.94382765945422,0,0,0
"RICTOR",0,0,0,0,0.354869229332926
"FYB",1.73090495261772,0,0,0,0
"RPL37",1.83571724115939,2.89875348385039,3.06026187252932,2.42612833412933,2.22187929786515
"SEPP1",0,1.2642844362524,0.837339899812604,0,0
"MRPS30",0,0,0,0,0.359936234821816
"ITGA1",0,0.749352130061689,0,0,0
"ITGA2",0,0,0,0.710343874380085,1.58939122352707
"NDUFS4",0,0,0.519671319148068,0,0.380515090441247
"PPAP2A",0,1.60230918848774,0,0,0
"IL6ST",0,1.32601255282682,0.474041423460709,0,0.393893059086526
"GPBP1",0,0,0,0.411402442586456,0.375433561858414
"KIF2A",0,0,0,0,0.237437643440408
"ERBB2IP",0.656164524937001,0,0,0.449008081694757,0.615525833004043
"SREK1",0,0,0,0,0.458136655739465
"PIK3R1",0.636574945479428,0,0,0,0.129210059610342
"BDP1",0,0,0,0,0.429176330625369
"MAP1B",0,0,1.07295467494646,0,0
"BTF3",1.43912058002632,2.15030734897559,2.18692935632391,1.68922003543898,1.26896032453071
"HEXB",0,0,0.396189914471778,0,0
"NSA2",0,0,0.436513647011494,0.326824129231074,0.526322918834435
"IQGAP2",0.7271502987658,0,0,0,0
"TBCA",0,1.14992716245165,1.26435611085482,0.691728685126319,0
"RPS23",2.40856936011557,3.20494900266968,3.30228574700705,2.30952197340084,1.74871469601347
"TMEM167A",0,0,0,0.489550481299234,0.322301183695496
"VCAN",0,0,0.728193045776131,0,0
"COX7C",1.36211534011573,1.99766113421687,2.09502931832703,1.98575963825405,1.8369880377588
"RASA1",0,0,0,0,0.631462815267383
"MEF2C",0,1.15195889730004,0,0,0
"ARRDC3",0,0,0,0,0.231544629189264
"TTC37",0,0,0,0,0.643140230923982
"ELL2",0,0,0,0,0.447338112799978
"CAST",1.11659716433439,0.74828340945485,0.679555702281061,1.28192596599743,2.57834573741219
"ERAP1",0,0,0,0,0.596889458576281
"LNPEP",0,0,0,0,0.805106569602683
"CHD1",0,0,0,0,0.524518838347815
"PJA2",0,0,0,0,0.39640819654913
"REEP5",0,0.838910486883381,0.824931124178017,0.772651841260214,0.968093367459482
"TMED7",0,0,0,0,0.349511872251605
"ATG12",0,0,0,0,0.4188841975468
"AP3S1",0,0,0.814288743965181,0,0.57655114648406
"HSD17B4",0,0,0,0,0.322301183695496
"SNX2",0,0,0,0,0.354869229332926
"PPIC",0,0.44815657918412,0.926874952346682,0,0.198999921589506
"ALDH7A1",0,0,0,0,0.233625816610796
"PHAX",0,0,0,0,0.448133082498893
"PRRC1",0,0,0,0,0.243619100401801
"SLC12A2",0,0,0,0,0.354869229332926
"HINT1",1.02633938144011,1.63971228454373,1.51866788376667,1.43104252418752,1.6293584585701
"CDC42SE2",0,0,0,0,0.349511872251605
"P4HA2",0,0,0,0,0.527421342895668
"RAD50",0,0,0,0,0.96698074734105
"UQCRQ",0.624978765087237,1.37729665563969,1.53030846110723,1.64819343803458,1.62292167786063
"AFF4",0,0,0,0.467809678990682,0.988391678768109
"HSPA4",0,0,0,0,1.23819435704925
"VDAC1",0,0,0.687999729367516,0.978681818233418,0.991900060373432
"SKP1",0.841173656386486,1.5602104183796,1.85706735105832,1.31084125860376,1.2333917667783
"PPP2CA",0,0,0,0.444337563476616,0.828256749591384
"UBE2B",0,0.749151484212475,0.738267208698236,0.695523419149479,0.612840167347669
"CAMLG",0,0,0.571485234173698,0,0.57655114648406
"DDX46",0,0,0,0.454353391054362,0.743549092459195
"C5orf24",0,0,0,0,0.339522759997349
"PITX1",0,0,0,0,0.782440547129916
"H2AFY",1.26449277906455,0,0,0.998637136074086,1.3668877384202
"TGFBI",0,0,0.572949219690397,0,0.743028543897543
"SMAD5",0,0,0,0,0.359936234821816
"HNRNPA0",0,0.959815734336834,1.06085566289102,0.543726143567444,0.703866921487473
"KDM3B",0,0,0,0,0.339522759997349
"EGR1",0,0.972423035847462,1.00565780773129,0,0.419427948955861
"ETF1",0,0,0,0,0.999540463985972
"HSPA9",0,0,0,0.73986397004227,1.23325385161925
"CTNNA1",0,1.03445426796116,0.56133743727951,1.25861524274405,1.58334390541924
